Signal,Open,High,Low,Close,Volume,NYSE_Close,RUSS_Close,NASDAQ_Close,DJI_Close,FTSE_Close,GOLD_Close,N225_Close,USDCNY_Close,USDEUR_Close,USDGBP_Close,USDJPY_Close,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,April,August,December,February,January,July,June,March,May,November,October,September,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Friday,Monday,Thursday,Tuesday,Wednesday
1,0.0018116179999999999,5.85e-05,0.008632441999999999,0.007729385,3866200000,0.009665215,0.020306057,0.01138478,0.005745458,0.010967626999999999,0.00270716,0.000574402,0.0033274409999999996,0.004600914,-0.000642158,0.001901035,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.004979751,0.00202157,-0.003626523,0.0036712940000000003,4665480000,0.003458733,0.003151197,0.002660734,0.002357632,-0.001460057,-0.0066222469999999995,0.000574402,-0.002142082,-0.008942354,0.0016046220000000002,0.0013521310000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.0038041459999999996,0.018971039,0.01241042,0.019099223999999998,5695470000,0.022614414,0.025294735,0.014487485,0.019401076,0.019601379,0.032099711,0.021470945,-0.000509982,-0.006618344,-0.004499445,0.004724282,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0.018896716,0.004762439,0.01815127,0.003915147,5637460000,0.0023397170000000003,0.004258365,0.000636113,0.00080773,0.002146838,0.0007896169999999999,0.028151792000000002,-0.001937301,-0.007089211999999999,-0.010523857,-0.0033863559999999997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0.0016690939999999999,-0.002047601,-0.002247893,-0.00212323,3937230000,-0.002369271,0.000244339,0.00041480699999999995,-0.00325939,-0.004332482,0.011273513,0.011047221999999999,-0.000977583,0.010755835,0.004060754000000001,0.004496165999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0.00028608400000000003,0.001851996,-0.0070967,-0.008084915,4848040000,-0.010318790999999999,-0.014753301000000002,-0.006638135,-0.005281816,0.004298441,-0.011625175,-0.003956271,0.0038146779999999997,0.014810946,0.005818668000000001,-0.000616409,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,-0.008577121,-0.006616015,-0.003820547,0.0043665859999999996,4561300000,0.0058447640000000006,0.012171147,0.006145775,0.0009064569999999999,-0.009972628,0.007750868,0.013934149,-0.005667185,0.007048609,0.007226045,0.006061258000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,-8.240000000000001e-05,-0.002711365,0.000132845,-0.0042512140000000006,3931120000,-0.0031310829999999998,-0.004487034,-0.009060693,-0.006531785,-0.000292295,0.0034272179999999997,0.003142399,-0.001357671,-0.000275482,-0.007548418,0.0075830559999999995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,-0.0032781359999999996,-0.004080881,-0.008680226,-0.011878701,4213620000,-0.013032489,-0.01696977,-0.014707393999999999,-0.008054971999999999,-0.003151887,-0.028840364,-0.013953878999999999,-0.0014351,0.011369207,0.0009668060000000001,0.002502826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,-0.007163313,-0.002539364,0.002567718,-0.00121821,3503370000,-0.000751932,0.000931066,-0.001744823,0.000838597,0.004045696,-0.005986835,0.010505243999999999,0.001993477,-0.0053260619999999995,-0.00145056,0.0007278019999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,-0.004717719,-0.010523696,-0.020379162,-0.016338128,5116380000,-0.019202531999999998,-0.020487919,-0.017650137,-0.016060298,-0.024083304,-0.015517623000000001,-0.0030991720000000003,0.000738992,0.008725345,0.0053084659999999995,0.008355922,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,-0.013872256000000001,-0.009443591999999999,0.0024012070000000003,0.00021214,3904780000,0.0021562179999999997,0.0034392259999999997,0.002495022,-0.0014179779999999999,0.0018814020000000001,-0.002675957,0.001485051,-0.00054288,0.006224648,0.009739041,0.00261796,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.0045891840000000005,0.014036348,0.006721589,0.015240604,4687260000,0.017365266,0.018298016,0.015385813,0.0156251,0.013279666,0.012924611,0.020375691,0.000573031,-0.004732617,-0.002067595,-0.0033637709999999998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0.010395619,-0.000266638,0.004795243,0.002537119,3675390000,0.0027704590000000003,0.0048713079999999995,0.001478385,0.001994213,-0.006242684,0.000147762,0.000874425,-0.001493585,-0.007619084,-0.008152870999999999,0.005280857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0.001628944,-0.000858723,-0.004094327,-0.0015765970000000001,3689500000,-0.004036362,0.004091788,0.0055048119999999996,-0.002231245,-0.009112,0.009682369,0.009216664,0.000694266,-0.006302254,0.00288508,-0.0006585839999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,-0.004651599,-0.005377504,-0.0064959219999999995,-0.014387044,4133070000,-0.01850452,-0.01022631,-0.014748714,-0.012803265,-0.017670343999999998,0.00703548,0.009216664,0.0006485519999999999,0.010391124,0.0036744190000000004,-0.002338481,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,-0.007415204,0.0051105659999999995,0.0057527659999999994,0.014812718999999998,3384250000,0.014417497,0.022795983,0.019122985,0.013581236000000002,0.013489669,-0.002283837,-0.008446685,0.000301509,0.015922613999999998,0.008890359,-0.000252163,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0.008797883000000001,-0.0037278859999999997,0.002725016,-0.007496632,1613820000,-0.010440551999999999,-0.005172683,-0.003371622,-0.008565010999999999,0.002048421,-0.006948963000000001,0.00094172,0.000783498,0.003474546,0.002840911,0.004325976,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2,-0.00426311,-0.003204029,-0.011260111000000001,-0.0013797979999999998,3673450000,-0.002295802,-0.001065079,-0.0036918640000000004,-0.0035566659999999996,-0.020981722999999997,0.001838754,0.008572096999999999,0.00278248,0.007707679,0.010816,0.006281795,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,-0.0051601270000000005,-0.002472938,0.000425934,-0.006088749,4284700000,-0.007026851999999999,-0.006771973000000001,-0.010745707,-0.004213346,-0.004097738,0.014474157,-0.018836196,-0.001127099,0.010141674,0.002180347,0.001151944,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0.0030723029999999998,0.016877157,0.01055611,0.021386707999999997,4548110000,0.022986552,0.02194422,0.020287324,0.022439379,0.020446876,0.001203981,0.005120189,0.000991914,0.008611744000000001,-0.00077815,-0.006859946,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.01688844,0.011755641,0.01688844,0.012737031999999999,4970800000,0.014171056999999999,0.010787476,0.011667624,0.009428764000000001,0.02192882,-0.0019833760000000002,0.017907295,-0.000586012,-0.010185515,-0.002650247,0.005303914,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0.010812965,0.003007202,0.008260384,0.00259991,3735780000,0.00508672,0.00692485,0.004683994,0.001730529,-0.00387392,0.020670706,0.000963295,-0.000285618,-0.00684844,0.00124805,-0.004455783,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0.003224489,0.00018765,0.00315899,-0.00129911,3527370000,-0.0014058629999999998,0.005852595,0.001334264,-0.0017498910000000002,0.004341943,0.006815093,-0.001090165,0.000300648,-0.015045886999999999,-0.011288925,-0.011637743999999998,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0.002757925,0.007517763,0.0021113629999999998,0.000514944,6970630000,-0.000135656,0.004668004,0.001374819,-0.00026671,0.00659829,-0.015337387,-0.00257333,-0.002302259,0.009612891,0.0037771529999999997,-0.001329707,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,-0.0018187239999999999,-0.004967583,-0.003070313,0.003694902,4607590000,0.0013789579999999998,-0.000497233,0.004097823,0.001171935,-0.00241317,-0.014403416,0.008955842,-0.00034655,0.0031838709999999996,-0.0028315259999999996,0.009738324,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.004170814,0.0046922529999999995,0.00600897,0.0038354070000000003,4522510000,0.004097232,0.004687702,0.0028741870000000003,-0.00021281700000000002,0.002327086,0.003669013,0.005219765,0.002348161,-0.00039743,-0.0026816009999999996,0.007411464,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0.003011378,0.004597784000000001,0.004659625,0.005983684,4547310000,0.005275096,0.01191369,0.007944148,0.003534624,0.0008605110000000001,-0.000706755,-0.007213478000000001,-0.000947632,0.000662296,0.001262826,-0.003382647,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0.007002213,0.005090215,0.006276001999999999,4.84e-05,4361240000,0.003409619,-0.006107461,-0.004800055,0.001597277,0.008189324,0.005754873000000001,0.007991912,0.000346065,0.0033049140000000004,-0.001420791,0.001871399,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,-0.000547425,-0.0001123,-0.0017510520000000001,0.000910538,4132350000,0.0006621989999999999,-0.000570037,0.00106994,0.004189466,0.005173599,0.001483696,0.002220211,0.001368041,-0.014891912,-0.004115884,-0.006367508000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,-0.000209389,-0.001878885,-0.0033654540000000004,-0.005135629,4407340000,-0.007210968000000001,-0.004285665,-0.004003864,-0.001663033,-0.00152887,-0.011062251,-0.000677767,-0.001714106,0.002541977,0.006325132,0.004185858,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-0.00422936,-0.00040192900000000003,-0.000940467,0.006166034,4736820000,0.005302135,0.010615536,0.007646773000000001,0.003639897,-0.000187022,-0.0077498919999999995,0.000146452,-0.001714106,0.010368297,0.012842776,0.005700394,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0.00587912,0.001654911,0.005677973,0.000836423,4632470000,-0.000629005,0.0037916079999999997,0.002143827,-0.000638506,-0.0015825879999999998,0.003787939,-0.0007237410000000001,0.0016540110000000002,-0.00119087,-0.00452313,-0.002602203,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0.001711263,0.0035176179999999997,0.001321845,0.002545174,3548140000,0.001485755,0.003572782,0.002490304,-0.001199824,0.0033663770000000003,0.0071866659999999995,-0.00852042,-0.001503534,0.005676958,0.007630653,-0.00047602,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0.0029416620000000003,0.004485207,0.0063590669999999995,0.006011978,3479670000,0.007508418,0.010452658,0.006789351999999999,0.004782879,0.010166086999999999,0.00021653599999999997,0.014972879,0.0028247759999999998,0.0035482,0.000310222,-0.0028489540000000003,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0.004400315,0.0028387309999999997,0.004400315,0.003373865,1285590000,0.00324034,8.85e-05,0.001449685,0.00228038,0.0053119859999999994,-0.00021653599999999997,-0.002321765,-0.00244868,0.002096712,0.0027876740000000004,0.000226783,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.0020617170000000002,-0.00063543,-0.0007094489999999999,-0.0016457239999999999,2515020000,-0.000807208,-0.00206388,-0.0022034529999999997,0.001210393,0.002103577,-0.003833224,-0.002321765,-0.001881893,-0.001834382,0.00401297,-0.0027487320000000003,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,-0.00228486,-0.000127134,-0.002051463,0.000612494,1992470000,-0.0005578590000000001,0.0042875909999999995,0.000626304,-0.001596298,0.002103577,0.002735386,0.0009187310000000001,0.00022601400000000002,0.002619517,-0.000616333,-0.007700709,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,0.00353256,0.00116744,0.003780361,0.00077105,2478450000,0.001353721,-0.0036540459999999998,-0.001647234,0.0017734110000000001,0.002103577,0.015894346,-0.006136991,-0.002277545,-0.008274822,-0.001851281,-0.0024028170000000002,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,-0.000254182,0.002140734,0.002035786,0.0010086210000000001,2214380000,0.003751306,0.001012838,0.001519754,0.000849707,5e-05,0.004138089,0.005030739,-0.000966884,0.007882331999999999,0.005543593,-0.004410097,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0.00052418,-0.0011966610000000001,-0.001956185,-0.0015093379999999998,1970720000,-0.001202761,-0.0006582280000000001,-0.0014822020000000002,-0.001353482,-0.004244872,-0.005063158,-0.011239842,-0.000544284,-0.010523643999999999,-0.009411471,-0.009001488,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,-0.002130197,-0.0013886520000000002,-0.0016968670000000001,-0.000190815,1799770000,0.001521746,-0.007741285,-0.003803724,0.0006739469999999999,-0.011979016,0.01185414,-0.011239842,-0.000544284,-0.00583556,0.004176663,-0.001692235,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2,0.000684065,0.013275631000000001,0.0027311,0.01125131,4286670000,0.009988845,0.018847614,0.014464017,0.008021288,-0.011979016,-0.004654123,-0.011239842,-0.003150563,-0.0042655359999999995,-0.008682225,-0.00439107,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0.012115996,-0.001607661,0.003999561,-0.00131389,4796420000,-0.002712537,-0.016069622,-0.0038229859999999996,0.001749,0.019138055,-0.024542426000000003,0.016404095,-0.001761366,0.000133574,0.005280335,0.006720215999999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,-0.0032812329999999997,0.002751055,0.00213606,0.004994592,4764920000,0.002223853,0.011714832,0.007783152,0.002708629,0.004976042,-0.001631174,-0.001668041,0.002580255,0.002667735,-0.006994666,0.004495817,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0.005901623000000001,0.000422568,0.003998759,-0.002125149,4844100000,-0.004880023,-0.004626515,0.002841788,-0.00218444,-0.0040453,-0.0048658,0.014250478,-0.0029602659999999996,0.012443899,0.005599641,0.013932573,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,-0.001474105,-0.001048924,-0.0068954080000000004,-0.001846505,4963110000,-0.002575524,-0.00454647,-0.002482885,-0.001929654,-0.005864826,-0.0014738610000000001,0.001070676,0.005911795,0.013459856999999999,0.003870273,0.0013334220000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,-0.002805227,-0.004167408,0.00038036699999999994,-0.001377275,4036450000,-0.001784728,0.004748618,0.0017113389999999999,-0.0032009,-0.00468989,0.004495044,0.001070676,0.00015112600000000002,0.006598122,-0.0057333390000000005,-0.003246561,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0.001368237,0.0044962940000000005,0.005877258000000001,0.003718222,4050750000,0.0065800369999999995,0.004009234,0.003329262,0.0029541840000000003,0.009640602,0.00425781,-0.0028843270000000003,0.001283649,-0.00543058,-0.00326874,-0.003861475,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0.002409517,0.007503584000000001,0.00473821,0.008967269,4226940000,0.012923262,0.008270102,0.007517233000000001,0.007133581999999999,0.006083883000000001,0.004564042,0.00020167900000000002,-0.00241765,-0.0014271820000000001,-0.001091959,0.007588111999999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.007909685,-0.000132112,0.003771345,-0.0017122489999999999,4310840000,-0.000437127,-0.000886387,-0.00074553,-0.002004485,-0.004439078,-0.010356783,0.007293934,-0.002393179,-0.011097444,-0.009093822,-0.0032450000000000005,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,-0.002242398,0.005069896,0.000601161,0.007357425999999999,4661590000,0.006713111,0.008605841,0.007288866,0.00471784,-0.003625482,-0.008590961,-0.008603672,0.000227447,-0.016947313999999998,-0.005844736999999999,-0.003714607,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0.008012092,0.002178196,0.006937883000000001,0.0013754420000000002,5284990000,0.002051937,-1.24e-05,0.003821672,0.004279315,0.009006156,0.0047542570000000004,0.00189742,-0.001881782,0.005194125,-0.003650508,-0.00111224,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0.001004738,-0.001127126,-0.00875027,-0.010167185,4743710000,-0.010553718,-0.025928887999999997,-0.014747472,-0.001068325,-0.013246988000000001,0.001110219,0.003617375,-0.0013224,-0.007065283,-0.003823487,-0.0007018310000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-0.01061605,-0.008727921,-0.006007436999999999,-0.001295772,4935320000,-0.003485435,-0.011259121,-0.007761129,-0.000210588,-0.018371758000000002,-0.017385595,-0.011411733,-0.000289033,-0.005500046999999999,-0.000798403,-0.005547241999999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0.002168082,0.006105917,0.008467425,0.002410664,4935320000,0.003587837,-0.006317466,-0.005469226,0.0041393390000000006,0.004828217,-0.0026553329999999997,-0.015719842,0.000593187,-0.001211387,0.003985657,0.009268581,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,-0.000264909,0.000557461,0.00031194700000000003,0.005819323,3902470000,0.006354256,0.007858536,0.010360564000000001,0.009112788,0.008040448,-0.006185864,0.0068468999999999995,-0.00045626699999999995,-0.0112414,-0.005264429,-0.004036113,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,0.0037955140000000003,-0.000518738,-0.00109224,0.00026336,4595380000,-0.001998951,0.00087222,0.0006253680000000001,-0.00027799,-0.004417624,-0.00147741,0.011466987,-0.000182565,-0.0017722039999999999,0.000479731,-0.00053292,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
