Date,Signal,Open,High,Low,Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_vpt,volume_nvi,volatility_atr,volatility_bbh,volatility_bbl,volatility_bbm,volatility_kcc,volatility_kch,volatility_kcl,volatility_dch,volatility_dcl,trend_macd,trend_macd_signal,trend_macd_diff,trend_ema_fast,trend_ema_slow,trend_trix,trend_mass_index,trend_cci,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_a,trend_ichimoku_b,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,momentum_rsi,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_kama,others_dr,others_dlr,others_cr,order
21-06-10,2,1122.79,1131.23,1108.24,1113.2,4514360000,-2514976993,82629650000,0.069297336,123256000,6.78E-09,-11410808.15,1185.028495,22.2371597,1130.500213,1045.271787,1087.886,1094.642,1113.189,1076.095,1117.51,1050.47,-4.236288924,-12.22463589,7.988346962,1101.270623,1105.506912,-0.182308366,23.66293147,121.5946844,-23.006,-39.01214371,-63.0008847,23.98874099,1095.3625,1130.29,1139.1275,1142.795,4,60,-56,52.18476616,-10.18844246,57.40971069,79.7552212,90.59655504,-20.2447788,1108.621497,-0.385678875,-0.386424534,1.337265933,151
22-06-10,2,1113.9,1118.5,1094.18,1095.31,4514380000,-6661319346,78115270000,0.07515363,909756000,5.09E-10,-89960571.94,1185.028495,22.38593401,1131.180017,1046.757983,1088.969,1099.331,1118.212,1080.45,1117.51,1050.47,-4.39797521,-10.65930375,6.261328542,1100.353604,1104.751579,-0.160254254,23.60319985,55.9108214,-38.499,-32.33631311,-57.83121055,25.49489744,1094.86,1130.29,1137.22,1142.795,4,56,-52,46.93839222,-10.03450452,45.6881458,59.66763979,78.32783004,-40.33236021,1107.618314,-1.607078692,-1.620132244,-0.291303675,152
23-06-10,2,1095.57,1099.64,1085.31,1092.04,4526150000,-4369660042,73589120000,0.004432471,-249476400,-5.29E-09,-86062261.51,1185.028495,21.81051015,1131.532167,1048.206833,1089.8695,1102.374667,1120.139667,1084.609667,1117.51,1050.47,-4.735386033,-9.474520208,4.739134174,1099.074588,1103.809974,-0.142197384,23.50019934,9.646356855,-27.8695,-26.74120142,-52.30119022,25.55998881,1099.4475,1130.29,1131.8325,1142.795,88,52,36,46.0275247,-9.959108399,48.90449136,55.99595778,65.13960626,-44.00404222,1106.204822,-0.298545617,-0.298992154,-0.588979618,153
24-06-10,1,1090.93,1090.93,1071.6,1073.69,4814830000,-4048441719,68774290000,0.003416523,-6495729000,-5.60E-11,-94418203.29,1185.028495,21.71261657,1131.286911,1049.026089,1090.1565,1102.466667,1119.256667,1085.676667,1117.51,1050.47,-6.409583352,-8.861532836,2.451949485,1095.169267,1101.57885,-0.130552137,23.45768249,-50.86229267,-34.4665,-24.67820852,-46.77442888,22.09622036,1093.71,1130.29,1131.2375,1142.795,84,48,36,41.19629024,-10.24321805,39.16103118,35.39187065,50.35182274,-64.60812935,1105.331321,-1.680341379,-1.694619286,-2.259424129,154
25-06-10,2,1075.1,1083.56,1067.89,1076.76,5128840000,-3096133562,73903130000,-0.045040334,-9209103200,4.03E-09,-66240697.31,1185.028495,21.2810011,1129.919317,1047.763683,1088.8415,1101.374667,1118.218667,1084.530667,1117.51,1050.47,-7.403333662,-8.569893001,1.16655934,1092.337072,1099.740405,-0.122928707,23.35743315,-56.62123685,-2.0015,-22.55576334,-41.26464465,18.70888131,1092.7825,1130.29,1138.3275,1142.795,80,44,36,42.28771982,-10.42578649,40.23447836,38.83898495,43.40893779,-61.16101505,1104.414757,0.285929831,0.285521829,-1.979954666,155
28-06-10,2,1077.5,1082.6,1071.45,1074.57,3896410000,-1038300742,70006720000,-0.03918828,-808209600,6.22E-09,6740055.437,1182.61829,20.55735816,1129.642914,1046.556086,1088.0995,1099.509667,1115.780667,1083.238667,1117.51,1050.47,-8.272244302,-8.510363262,0.23811896,1089.603676,1097.87592,-0.118486581,23.19297699,-50.95649438,3.5005,-19.24567809,-36.14540675,16.89972866,1092.7825,1130.29,1132.685,1142.795,76,40,36,41.69322658,-10.63230281,35.78637959,28.26031907,34.16372489,-71.73968093,1103.442621,-0.203387942,-0.203595056,-2.179315618,156
29-06-10,2,1071.1,1071.1,1035.18,1041.24,6136700000,-5781894496,63870020000,-0.030249226,-35799187200,-7.52E-09,-198267207.8,1182.61829,21.90254687,1132.406499,1040.845501,1086.626,1093.692667,1111.117667,1076.267667,1117.51,1041.24,-11.51753453,-9.111797515,-2.405737013,1082.163111,1093.680645,-0.122028625,23.30000213,-142.9958874,3.004,-20.68662999,-31.77062354,11.08399355,1083.205,1127.49,1126.2925,1137.85,72,100,-28,33.88553159,-11.45729489,32.6842769,6.309213951,24.46950599,-93.69078605,1082.300804,-3.101705799,-3.150827095,-5.213425458,157
30-06-10,2,1040.56,1048.08,1028.33,1030.71,5067080000,-7911925860,58802940000,-0.118445485,-51345586200,-1.50E-08,-241585467.2,1170.658539,21.74879352,1134.698795,1031.786205,1083.2425,1085.914,1104.153,1067.675,1117.51,1030.71,-14.76888285,-10.24321458,-4.525668267,1074.247247,1089.01613,-0.132424909,23.34592458,-161.3838227,31.9875,-23.75803774,-28.399029,4.640991261,1079.78,1124.065,1126.2925,1137.85,68,100,-32,31.855866,-12.39499775,29.69714698,2.31292517,12.29415273,-97.68707483,1064.241508,-1.011294226,-1.016442545,-6.171996614,158
01-07-10,2,1031.1,1033.58,1010.91,1027.37,6435770000,-935984449.6,52367170000,-0.11714331,-4148100900,-2.21E-08,-72098101.78,1170.658539,21.81459398,1135.491115,1023.447885,1079.4695,1076.988333,1096.309333,1057.667333,1117.51,1027.37,-17.41436655,-11.67744497,-5.736921572,1067.035363,1084.44973,-0.147341654,23.4236937,-171.7968276,35.1405,-28.50402522,-26.39088902,-2.1131362,1071.07,1115.355,1118.7325,1130.29,64,100,-36,31.21715228,-13.2981662,35.62382036,13.68018617,7.43410843,-86.31981383,1050.488633,-0.324048471,-0.324574646,-6.476044824,159
02-07-10,1,1027.65,1032.95,1015.93,1022.58,3968500000,2042484402,48398670000,-0.080524,8931455400,-2.49E-08,-39357710.52,1165.200472,21.47212298,1138.389251,1016.319749,1077.3545,1067.622,1087.937,1047.307,1117.51,1022.58,-19.6706912,-13.27609422,-6.394596978,1060.196077,1079.866768,-0.165253981,23.45020218,-148.6473291,38.6855,-32.52599663,-25.67020601,-6.855790624,1067.8875,1115.355,1114.6375,1130.29,60,100,-40,30.27950534,-14.19995049,36.03982442,9.699135638,8.564082326,-90.30086436,1039.408671,-0.466239038,-0.467329322,-6.912090013,160
06-07-10,1,1028.09,1042.5,1018.35,1028.06,4691240000,-1786203304,53089910000,-0.03802492,-1203725700,-2.49E-08,6637630.42,1165.200472,21.66339991,1139.965099,1012.502901,1076.234,1058.83,1079.261,1038.399,1117.51,1022.58,-20.77714985,-14.77630535,-6.000844507,1055.252065,1076.029215,-0.183161829,23.56534949,-121.5196971,41.276,-36.07929448,-26.08609283,-9.993201655,1063.1725,1115.355,1112.505,1130.29,56,96,-40,32.76753094,-14.87664383,36.41017293,14.25365691,12.54432624,-85.74634309,1035.773636,0.535899392,0.534468561,-6.413232469,161
07-07-10,1,1028.54,1060.89,1028.54,1060.27,4931220000,3823380027,58021130000,-0.046474684,36284916800,-1.98E-08,179639671.2,1165.200472,22.46101421,1139.960286,1012.334714,1076.1475,1053.553667,1074.787667,1032.319667,1117.51,1022.58,-18.83780643,-15.58860556,-3.249200864,1056.024055,1074.861861,-0.194260275,23.75548779,-67.63558311,37.0525,-37.21404691,-27.24974233,-9.964304588,1060.995,1115.355,1112.505,1130.29,52,92,-40,45.15601667,-14.6792793,44.6865189,41.02393617,21.65890957,-58.97606383,1037.250438,3.133085618,3.085006158,-3.481078916,162
08-07-10,1,1062.92,1071.25,1058.24,1070.25,4548460000,8591437391,62569590000,0.038817143,-6023888200,-1.55E-08,197312619.3,1176.168151,21.78594176,1140.067318,1013.683682,1076.8755,1050.978667,1072.080667,1029.876667,1117.51,1022.58,-16.307579,-15.73240025,-0.575178747,1058.212662,1074.520241,-0.198166069,23.82646742,-25.98449852,18.4345,-37.28121272,-28.65007613,-8.631136593,1059.1525,1115.355,1106.4075,1130.29,48,88,-40,48.33273795,-14.25354961,47.25384473,49.31848404,34.86535904,-50.68151596,1038.214883,0.941269677,0.936867337,-2.57257558,163
09-07-10,1,1070.5,1078.16,1068.1,1077.96,3506570000,7216378546,66076160000,0.024373077,-25202058500,-1.44E-08,68074339.62,1184.641177,20.94837449,1139.461607,1013.401393,1076.4315,1050.578667,1070.753667,1030.403667,1117.51,1022.58,-13.52432472,-15.29078514,1.766460424,1061.250714,1074.775039,-0.195308084,23.87117029,-4.580806523,15.6085,-36.29106336,-30.17622057,-6.114842784,1058.9125,1111.145,1100.07,1130.29,44,84,-40,50.70812289,-13.6800875,55.61886632,55.72639628,48.6896055,-44.27360372,1038.518102,0.720392432,0.71781,-1.870715788,164
12-07-10,1,1077.23,1080.78,1070.45,1078.75,3426990000,5447223845,69503150000,0.007062043,-9532495000,-1.47E-08,27772588.6,1185.50936,20.18991917,1138.448409,1013.129591,1075.789,1050.637667,1070.278667,1030.996667,1117.51,1022.58,-11.12656927,-14.45794197,3.331372701,1063.942912,1075.069481,-0.187493863,23.75030435,1.712461816,-2.099,-37.02750721,-32.15197936,-4.875527851,1058.4575,1110.135,1099.1475,1130.29,40,80,-40,50.95692476,-13.14514264,62.13709161,63.05418719,56.0330225,-36.94581281,1038.746675,0.073286578,0.073259737,-1.798800193,165
13-07-10,2,1080.65,1099.46,1080.65,1095.34,4640460000,4687717631,74143610000,0.078898754,19707008200,-5.36E-09,73876744.01,1185.50936,20.2270678,1139.034878,1013.114122,1076.0745,1052.198667,1072.605667,1031.791667,1117.51,1022.58,-7.79777185,-13.12590794,5.328136094,1068.773233,1076.571005,-0.173333086,23.69541728,42.00823717,0.6855,-36.82039319,-33.94461972,-2.875773473,1063.1275,1110.135,1099.1475,1130.29,36,76,-40,55.98168847,-12.25140433,64.44652668,95.15383748,71.31147365,-4.846162515,1040.283136,1.537891078,1.526185394,-0.288572703,166
14-07-10,1,1095.61,1099.08,1087.68,1095.17,4521050000,4027405877,69622560000,0.045940267,17964465200,-1.62E-09,70663540,1185.325366,19.59656296,1136.11478,1014.02822,1075.0715,1056.679,1074.634,1038.724,1117.51,1022.58,-5.114437456,-11.52361385,6.409176391,1072.834274,1077.948711,-0.155183328,23.62514359,50.51774585,-0.5015,-32.8740491,-34.95750987,2.083460765,1063.1275,1109.45,1098.805,1130.29,32,72,-40,55.91846469,-11.44997027,66.9732877,95.1552795,84.45443473,-4.844720497,1049.922544,-0.015520295,-0.0155215,-0.304048211,167
15-07-10,2,1094.46,1098.66,1080.53,1096.48,4552470000,4877435840,74175030000,0.067836036,-100308600,5.15E-10,4743808.254,1185.325366,19.49180846,1133.342709,1014.987291,1074.165,1062.297333,1080.090333,1044.504333,1117.51,1022.58,-2.849324582,-9.788755994,6.939431411,1076.472078,1079.321403,-0.134574935,23.57796824,49.40717044,-32.925,-28.14363396,-34.9174664,6.773832436,1064.3825,1108.02,1098.4375,1130.29,28,68,-40,56.3277695,-10.69272083,74.5961198,96.63466968,95.64792889,-3.365330322,1063.767286,0.119616133,0.11954465,-0.184795769,168
16-07-10,1,1093.85,1093.85,1063.32,1064.88,5297350000,-1298322126,68877680000,-0.01833064,-23514127000,-2.81E-09,-147221463.9,1185.325366,20.46810786,1127.663819,1015.550181,1071.607,1067.303667,1085.882667,1048.724667,1117.51,1022.58,-3.562985451,-8.543601885,4.980616434,1074.688681,1078.251667,-0.118610604,23.63470888,5.512044584,-40.897,-24.06392336,-33.97723603,9.913312678,1064.9875,1104.205,1096.53,1130.29,24,64,-40,45.38143273,-10.639718,57.55570572,60.9486166,84.24618859,-39.0513834,1063.847612,-2.881949511,-2.92429321,-3.061419559,169
19-07-10,1,1066.85,1074.7,1061.11,1071.25,4089500000,-2742836212,72967180000,0.002623935,11680733100,-5.61E-09,-128203994.2,1192.415857,19.97681444,1121.251439,1017.336561,1069.294,1071.823667,1090.059667,1053.587667,1113.2,1022.58,-3.573370373,-7.549555583,3.97618521,1074.159654,1077.733024,-0.105075107,23.69603328,-2.231294849,-41.924,-19.60812328,-32.1471059,12.53898262,1067.535,1093.43,1091.1425,1130.29,20,60,-40,47.59237676,-10.4343511,56.89213715,68.14229249,75.24185959,-31.85770751,1064.632827,0.598189467,0.596407417,-2.481543181,170
20-07-10,2,1064.53,1083.94,1056.88,1083.48,4713280000,6566188869,77680460000,0.078838184,-10863702000,5.40E-09,78272446.62,1192.415857,20.48275627,1116.237783,1019.378217,1067.808,1076.336667,1094.863667,1057.809667,1096.48,1022.58,-2.565173606,-6.552679187,3.987505582,1075.593553,1078.158727,-0.091340219,23.86487936,24.64518933,-45.228,-14.89633503,-29.66736013,14.7710251,1074.62,1092.24,1090.5475,1130.29,16,56,-40,51.63996013,-9.946540053,63.13566118,81.95369848,70.34820252,-18.04630152,1066.876639,1.141656943,1.13518922,-1.368216948,171
21-07-10,1,1086.67,1088.96,1065.25,1069.59,4747180000,1543751795,72933280000,0.090235361,-1091748800,1.20E-08,-7048423.374,1192.415857,20.71327368,1113.300112,1019.743888,1066.522,1078.806667,1096.469667,1061.143667,1096.48,1022.58,-2.854075604,-5.812958471,2.958882866,1074.669929,1077.524005,-0.080386973,24.01676444,30.35962931,-38.462,-11.17873685,-26.76708504,15.58834819,1074.62,1092.24,1090.6075,1130.29,12,52,-40,47.18291924,-9.790159264,57.61737637,66.2676454,72.12121212,-33.7323546,1066.915894,-1.281980286,-1.290268565,-2.632656963,172
22-07-10,1,1072.14,1097.5,1072.14,1093.67,4826900000,359648918.5,77760180000,0.128733915,1157787800,1.89E-08,47811533.57,1192.415857,21.22732556,1113.564487,1019.642513,1066.6035,1080.925667,1099.823667,1062.027667,1096.48,1022.58,-1.12698928,-4.875764632,3.748775353,1077.593017,1078.720006,-0.067263432,24.25083671,79.25558226,-6.3335,-6.008856786,-23.40239542,17.39353863,1074.62,1092.24,1093.0275,1130.29,8,48,-40,54.51268277,-9.055625403,59.40327392,93.06835867,80.42990085,-6.931641326,1067.855698,2.251329949,2.226361569,-0.440596808,173
23-07-10,1,1092.17,1103.73,1087.88,1102.66,4524570000,7282614256,82284750000,0.211218213,-7361712700,2.09E-08,145861545.6,1202.217551,20.84323087,1117.518274,1018.585726,1068.052,1083.260667,1102.737667,1063.783667,1102.66,1022.58,0.956134249,-3.709384856,4.665519105,1081.449476,1080.493342,-0.051485153,24.45573361,109.5612267,2.198,-0.131781348,-19.30287032,19.17108897,1075.6875,1092.24,1093.815,1130.29,4,44,-40,56.91656813,-8.179453661,62.37501597,98.74677911,86.02759439,-1.253220895,1069.148238,0.822002981,0.818642937,0.377784453,174
26-07-10,2,1102.89,1115.01,1101.3,1115.01,4009650000,7923331685,86294400000,0.2497838,-17440115000,2.18E-08,82100936.63,1215.682614,20.33371438,1123.425949,1016.503051,1069.9645,1086.638667,1106.453667,1066.823667,1115.01,1022.58,3.562498928,-2.255008099,5.817507028,1086.612634,1083.050135,-0.032264697,24.65977911,138.1669825,7.9955,5.897683819,-14.55641732,20.45410114,1078.5075,1092.24,1093.815,1130.29,100,40,60,60.04072598,-7.096243021,63.58231836,100,97.27171259,0,1071.695106,1.120018863,1.113793096,1.502034574,175
27-07-10,2,1117.36,1120.95,1109.78,1113.84,4725690000,2719287019,81568710000,0.2521222,2248521600,1.63E-08,39950085.05,1215.682614,19.67916335,1128.703655,1015.152345,1071.928,1088.942667,1107.993667,1069.891667,1115.01,1022.58,5.470590994,-0.709888281,6.180479275,1090.801459,1085.330868,-0.011709225,24.7115419,136.1963077,6.822,10.85651252,-9.69746603,20.55397855,1079.9925,1092.24,1094.3825,1130.29,96,36,60,59.59979458,-6.150898355,68.95881454,88.9027626,95.88318057,-11.0972374,1072.826378,-0.104931794,-0.104986886,1.395526668,176
28-07-10,2,1112.84,1114.66,1103.11,1106.13,4002390000,-3199728254,77566320000,0.281662117,64468800,1.08E-08,-32663293.17,1207.26766,19.09850883,1131.978948,1018.366052,1075.1725,1090.341667,1109.407667,1071.275667,1115.01,1022.58,6.288149878,0.689719351,5.598430527,1093.159696,1086.871546,0.007480691,24.64896573,106.3685396,20.1675,13.83021553,-5.033704975,18.86392051,1077.4225,1084.05,1095.3625,1130.29,92,32,60,56.64750419,-5.4655385,65.39837688,76.86904948,88.59060403,-23.13095052,1073.303159,-0.692199957,-0.694606774,0.693666876,177
29-07-10,1,1108.07,1115.9,1092.82,1101.53,4612420000,-3040487335,72953900000,0.31298013,1394353700,7.51E-09,-46885950.91,1207.26766,19.38290106,1132.754027,1024.672973,1078.7135,1091.494333,1111.055333,1071.933333,1115.01,1022.58,6.490076406,1.849790762,4.640285644,1094.447435,1087.957359,0.024075804,24.69505415,84.9369945,16.4565,16.07157728,-0.574204905,16.64578218,1077.4225,1079.785,1094.86,1130.29,88,28,60,54.90016937,-4.947526818,57.45870667,69.68940222,78.48707143,-30.31059778,1073.527955,-0.41586432,-0.41673144,0.274917843,178
30-07-10,1,1098.44,1106.44,1088.01,1101.6,4006450000,771017791.1,76960350000,0.310179702,-18391800,4.63E-09,-18926807.28,1207.344379,19.31483669,1131.849741,1033.000259,1082.425,1093.961,1112.312,1075.61,1115.01,1022.58,6.579903994,2.795813409,3.784090586,1095.54783,1088.967926,0.03817694,24.7290292,62.48723496,14.055,19.60182537,3.782456056,15.81936931,1077.4225,1079.785,1099.4475,1130.29,84,24,60,54.92295576,-4.477877371,63.54639239,69.79865772,72.11903647,-30.20134228,1076.161179,0.006354797,0.006354596,0.281290111,179
02-08-10,2,1107.53,1127.3,1107.53,1125.86,4144180000,5442615331,81104530000,0.35936024,-11392279200,7.33E-09,91519858.5,1207.344379,19.77091979,1132.278736,1042.899264,1087.589,1099.082,1118.051,1080.113,1125.86,1028.06,8.510566115,3.93876395,4.571802165,1100.211241,1091.700675,0.054307765,24.79612306,129.4114765,-22.709,25.67021509,8.289850514,17.38036458,1082.69,1071.07,1093.71,1130.29,100,20,80,62.07463423,-3.471658867,65.4112452,97.95512638,79.14772877,-2.044873615,1082.790777,2.202251271,2.178351963,2.489736097,180
03-08-10,1,1125.34,1125.44,1116.76,1120.46,4071820000,2940022759,77032710000,0.365514658,1232878200,7.29E-09,71735450.17,1201.553553,19.00871123,1129.880675,1054.537325,1092.209,1103.694,1120.825,1086.563,1125.86,1060.27,9.495437696,5.050098699,4.445338997,1103.326434,1093.830997,0.070007764,24.82326171,126.976162,-20.959,29.29131867,12.78652335,16.50479532,1084.4125,1071.07,1092.7825,1130.29,96,16,80,59.80035413,-2.686299218,61.89979991,90.28685033,86.01354481,-9.713149673,1085.780395,-0.479633347,-0.480787279,1.998161146,181
04-08-10,2,1121.06,1128.75,1119.46,1127.24,4057850000,2138268433,81090560000,0.346161054,-119135400,8.86E-09,5024593.431,1208.824257,18.31451757,1133.183548,1057.931452,1095.5575,1108.749,1124.438,1093.06,1127.24,1064.88,10.69970491,6.180019941,4.51968497,1107.005444,1096.30574,0.085817522,24.61211611,134.1393108,-12.0775,32.55106463,17.07095906,15.48010556,1089.0725,1071.07,1092.7825,1130.29,100,12,88,61.69781967,-1.816485781,60.27444619,97.89898428,95.38032033,-2.101015723,1093.387777,0.605108616,0.603285186,2.615360807,182
05-08-10,2,1125.78,1126.56,1118.81,1125.81,3685560000,5710946958,77405000000,0.339449227,-2066491000,1.32E-08,19878953.05,1207.29076,17.6084806,1136.280186,1060.390814,1098.3355,1112.344667,1126.272667,1098.416667,1127.24,1064.88,11.40721113,7.225458179,4.181752952,1109.898453,1098.491242,0.100576522,24.37464388,114.9686495,-28.7455,34.32278982,20.89924475,13.42354507,1089.105,1071.07,1083.205,1127.49,96,8,88,61.04336262,-1.062886773,65.27897299,95.90928065,94.69837175,-4.090719354,1096.929303,-0.126858522,-0.126939055,2.485184477,183
06-08-10,1,1122.07,1123.06,1107.17,1121.64,3857890000,6140599910,73547110000,0.335773218,1119776000,1.35E-08,-18965070.67,1207.29076,17.68216056,1138.54985,1062.48915,1100.5195,1114.264667,1128.196667,1100.332667,1127.24,1064.88,11.49887903,8.080142349,3.418736677,1111.704845,1100.205966,0.113030611,24.18462271,79.63641938,-6.8495,36.38085969,24.28626429,12.0945954,1089.105,1071.07,1079.78,1124.065,92,4,88,59.07546203,-0.47677798,69.04896937,90.10713789,94.6384676,-9.892862112,1098.267777,-0.370399979,-0.371087658,2.105579376,184
09-08-10,2,1122.8,1129.24,1120.91,1127.79,3979360000,5762362675,77526470000,0.339545498,581724000,1.39E-08,7529377.011,1207.29076,17.01414909,1141.393006,1064.549994,1102.9715,1115.818667,1129.212667,1102.424667,1127.79,1064.88,11.93025525,8.850164928,3.080090318,1114.179484,1102.249229,0.124278306,24.00019798,104.6634388,-0.3115,36.80953444,27.16993339,9.639601053,1090.605,1071.07,1071.07,1115.355,100,4,96,61.06882315,0.202451787,73.78139127,97.73402094,94.58347982,-2.265979059,1099.324121,0.548304269,0.546806553,2.665428626,185
10-08-10,2,1122.92,1127.16,1111.58,1121.06,3979360000,3457290035,73547110000,0.321955498,-70452600,9.97E-09,-1927523.693,1207.29076,16.95670987,1143.2881,1065.2269,1104.2575,1116.326333,1130.161333,1102.491333,1127.79,1064.88,11.59540491,9.399212926,2.196191989,1115.238025,1103.64262,0.132763999,23.84499177,71.67656084,10.7525,35.65419539,29.59482004,6.059375345,1091.21,1071.07,1067.8875,1115.355,96,4,92,57.75364963,0.657987592,73.98507492,85.67425569,91.17180484,-14.32574431,1099.686475,-0.596742301,-0.598529923,2.052780585,186
11-08-10,2,1116.89,1116.89,1088.55,1089.47,4511860000,-3355621966,69035250000,0.256723883,-20405400000,-4.00E-10,-150884819.8,1207.29076,18.06765917,1143.3461,1064.5989,1103.9725,1115.36,1130.874,1099.846,1127.79,1064.88,8.68091763,9.255553866,-0.574636237,1111.273713,1102.592796,0.133090753,23.79035378,-19.12512288,9.8675,33.92904514,31.57898314,2.350062006,1093.7575,1071.07,1063.1725,1115.355,92,28,64,45.31781538,0.304309841,54.02507204,3.844294004,62.41752355,-96.155706,1099.375244,-2.817868803,-2.858332684,-0.822932882,187
12-08-10,2,1081.48,1086.72,1076.69,1083.61,4521050000,-2501555484,64514200000,0.236666602,-20286290500,-6.48E-09,-151455948,1207.29076,17.68996922,1143.582233,1063.075767,1103.329,1113.252333,1127.461333,1099.043333,1127.79,1064.88,5.831095413,8.570662176,-2.739566763,1107.017758,1101.186662,0.126647044,23.759133,-81.55068423,2.801,30.94764075,32.83962929,-1.89198854,1098.0125,1071.07,1060.995,1115.355,88,24,64,43.44882857,-0.155968224,54.08439553,13.16841104,34.22898691,-86.83158896,1098.857352,-0.537876215,-0.539327977,-1.356382737,188
13-08-10,1,1082.22,1086.25,1079,1079.25,3328890000,-1381943433,61185310000,0.261816499,12089953400,-9.35E-09,-37711733.89,1202.43312,16.94425714,1141.975752,1066.119248,1104.0475,1111.534,1124.625,1098.443,1127.79,1069.59,3.184071373,7.493344015,-4.309272642,1102.745795,1099.561723,0.114939663,23.73638981,-88.72302111,-2.5175,28.73242246,33.17987455,-4.447452093,1098.0125,1071.07,1059.1525,1115.355,84,20,64,42.05897356,-0.676808798,49.23799445,4.871550904,7.294751982,-95.1284491,1098.044199,-0.402358782,-0.403170423,-1.753283994,189
16-08-10,1,1077.49,1082.62,1069.49,1079.38,3142450000,-1507743024,64327760000,0.259735801,5831478000,-1.25E-08,-13015560.53,1202.577958,16.6718102,1141.120787,1067.787213,1104.454,1107.227333,1119.654333,1094.800333,1127.79,1069.59,1.0842768,6.211530572,-5.127253772,1099.151057,1098.06678,0.100029722,23.78371387,-111.6643682,-2.854,24.4043219,32.63687491,-8.232553013,1096.2125,1071.07,1058.9125,1111.145,80,16,64,42.1184265,-1.144838872,50.00742891,16.55230126,11.5307544,-83.44769874,1094.264276,0.012045402,0.012044676,-1.741449782,190
17-08-10,1,1081.16,1100.14,1081.16,1092.54,3968210000,2381865183,68295970000,0.216579135,8496562800,-6.21E-09,48759668.8,1202.577958,16.96382376,1140.740495,1069.073505,1104.907,1104.266667,1117.723667,1090.809667,1127.79,1069.59,0.476582375,5.064540932,-4.587958558,1098.133971,1097.657389,0.085787751,23.87080355,-57.7327242,20.953,21.60725814,31.42089641,-9.813638277,1096.2125,1071.07,1058.4575,1110.135,76,12,64,47.94178598,-1.240502956,49.3876082,38.57740586,20.00041934,-61.42259414,1094.135084,1.21921844,1.211845837,-0.543463419,191
18-08-10,2,1092.08,1099.77,1085.76,1094.16,3724260000,1531958884,72020230000,0.265213433,8599151800,-4.02E-09,53903418.37,1204.36112,16.75283635,1138.564561,1073.706439,1106.1355,1101.074667,1115.003667,1087.145667,1127.79,1079.25,0.124268099,4.076486366,-3.952218267,1097.522591,1097.398323,0.072729284,23.98911334,-56.704488,14.3245,19.83691643,29.81135493,-9.974438496,1096.2125,1071.07,1063.1275,1110.135,72,8,64,48.62697784,-1.286406632,49.46977391,41.28870293,32.13947001,-58.71129707,1094.137787,0.148278324,0.1481685,-0.395990933,192
19-08-10,2,1092.44,1092.44,1070.66,1075.63,4290540000,-1590752710,67729690000,0.196704774,-5450600300,-5.74E-09,-67139594.69,1204.36112,17.23477661,1139.923974,1070.543026,1105.2335,1096.659667,1111.991667,1081.327667,1127.79,1075.63,-1.631353952,2.934918302,-4.566272254,1094.1545,1095.785854,0.057574934,24.14895313,-117.4858301,22.0065,16.48682379,27.60090649,-11.11408271,1096.2125,1071.07,1063.1275,1109.45,68,4,64,41.84291381,-1.785120565,44.13879898,10.27615063,30.0474198,-89.72384937,1091.295512,-1.693536594,-1.708040916,-2.082821276,193
20-08-10,2,1075.63,1075.63,1063.91,1071.69,3761570000,-1099954971,63968120000,0.165215716,-838355700,-1.52E-08,-86440381.58,1199.949582,16.84086399,1141.335316,1066.034684,1103.685,1091.971667,1106.886667,1077.056667,1127.79,1071.69,-3.302552285,1.687424185,-4.98997647,1090.698423,1094.000976,0.040858723,24.11053431,-140.1586854,22.125,12.39199391,24.88784643,-12.49585252,1094.2975,1071.07,1064.3825,1108.02,64,12,52,40.547576,-2.333210788,50.72231936,11.90877086,21.1578748,-88.09122914,1088.295195,-0.366296961,-0.366969471,-2.441488926,194
23-08-10,2,1073.36,1081.58,1067.08,1067.36,3210950000,-1854481101,60757170000,0.07770136,8928209300,-1.43E-08,-26751870.36,1195.101369,16.67365942,1141.714021,1060.890979,1101.3025,1086.574333,1102.106333,1071.042333,1127.79,1067.36,-4.919672794,0.366004789,-5.285677583,1087.107897,1092.027569,0.022965377,24.12417002,-116.1980965,20.3375,6.52008962,21.65072357,-15.13063395,1091.73,1071.07,1064.9875,1104.205,60,100,-40,39.11448077,-2.936878593,45.54794915,5.280881678,9.15526772,-94.71911832,1083.715629,-0.404034749,-0.404853174,-2.835659211,195
24-08-10,1,1063.2,1063.2,1046.68,1051.87,4436330000,-4735794783,56320840000,0.073463841,-13373743200,-2.00E-08,-77355335.2,1195.101369,16.9598266,1143.502619,1052.905381,1098.204,1079.972667,1095.598667,1064.346667,1127.79,1051.87,-7.366252115,-1.180446592,-6.185805524,1081.686682,1089.052934,0.002244692,24.07652718,-162.0943511,29.586,0.314331706,17.91575541,-17.60142371,1080.685,1071.07,1067.535,1093.43,56,100,-44,34.42682864,-3.866521179,43.79618029,6.286337209,7.825329914,-93.71366279,1076.215163,-1.451244191,-1.461877744,-4.245751063,196
